Ciudad,año,mes,dia,Semana,DiaInic,Diafin,FRUTAS,TUBERCULOS RAICES Y PLATANOS,VERDURAS Y HORTALIZAS,OTROS GRUPOS
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,5,14,20,14/05/2020,20/05/2020,5505.977,4347.779,4284.081,5479.07372
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,5,21,21,21/05/2020,27/05/2020,4981.737,3913.127,3936.373,5034.5243
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,5,28,22,28/05/2020,03/06/2020,5373.614,3852.949,3883.981,6031.63082
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,6,4,23,04/06/2020,10/06/2020,5256.839,3821.02,4038.19,4548.7425
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,6,11,24,11/06/2020,17/06/2020,4691.64,3627.715,3730.353,4845.48018
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,6,18,25,18/06/2020,24/06/2020,4700.718,3856.77,3870.209,4747.57136
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,6,25,26,25/06/2020,01/07/2020,4661.106,3706.753,4044.187,4798.05766
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,7,2,27,02/07/2020,08/07/2020,5155.199,4086.4,4096.135,6085.957
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,7,9,28,09/07/2020,15/07/2020,5039.386,4111.584,3915.742,5837.74508
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,7,16,29,16/07/2020,22/07/2020,4620.044,4193.597,4157.264,4971.13276
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,7,23,30,23/07/2020,29/07/2020,5056.202,4328.418,4074.253,4859.0123
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,7,30,31,30/07/2020,05/08/2020,5151.335,4431.544,3943.708,5352.41762
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,8,6,32,06/08/2020,12/08/2020,3745.823,3527.421,3111.686,3019.08042
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,8,13,33,13/08/2020,19/08/2020,4470.827,3672.604,4309.542,2199.6282
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,8,20,34,20/08/2020,26/08/2020,4498.304,3682.577,4186.23,3534.681
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,8,27,35,27/08/2020,02/09/2020,4780.259,4003.392,4066.78,5515.2644
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,9,3,36,03/09/2020,09/09/2020,4696.88,4705.567,4374.807,5796.16192
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,9,10,37,10/09/2020,16/09/2020,4621.584,4457.923,4396.083,5738.1572
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,9,17,38,17/09/2020,23/09/2020,4873.417,4760.915,4562.118,5927.51316
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,9,24,39,24/09/2020,30/09/2020,4666.521,4473.024,4282.007,6409.58262
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,10,1,40,01/10/2020,07/10/2020,5232.252,4883.811,4436.36,5579.0502
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,10,8,41,08/10/2020,14/10/2020,4338.563,4413.087,3859.163,3528.33212
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,10,15,42,15/10/2020,21/10/2020,5352.871,5264.975,4642.643,5180.42024
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,10,22,43,22/10/2020,28/10/2020,5125.697,4617.81,4475.519,5216.09226
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,10,29,44,29/10/2020,04/11/2020,4229.564,3990.563,4119.795,4504.70272
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,11,5,45,05/11/2020,11/11/2020,5186.081,4440.393,4197.682,5425.05952
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,11,12,46,12/11/2020,18/11/2020,4454.637,3464.146,4114.148,4304.93468
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,11,19,47,19/11/2020,25/11/2020,5732.457,4152.019,4504.353,5906.96648
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,11,26,48,26/11/2020,02/12/2020,5276.958,4584.912,4527.664,6433.4905
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,12,3,49,03/12/2020,09/12/2020,4357.92,4205.768,3787.652,5588.66178
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,12,10,50,10/12/2020,16/12/2020,5019.977,4769.769,4391.909,6021.85982
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,12,17,51,17/12/2020,23/12/2020,5668.312,5177.027,4432.767,7129.93054
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,12,24,52,24/12/2020,30/12/2020,3761.744,4123.102,3700.274,4181.57914
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2020,12,31,53,31/12/2020,06/01/2021,3484.031,3473.197,3142.404,3405.07108
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,1,7,2,07/01/2021,13/01/2021,5086.116,4567.761,4010.211,4199.2556
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,1,14,3,14/01/2021,20/01/2021,5208.549,4920.25,4309.695,5654.799
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,1,21,4,21/01/2021,27/01/2021,5585.686,4716.636,4389.097,5651.3772
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,1,28,5,28/01/2021,03/02/2021,4764.313,4599.736,3988.041,5638.8098
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,2,4,6,04/02/2021,10/02/2021,4964.679,4349.099,4102.609,5128.79272
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,2,11,7,11/02/2021,17/02/2021,4940.443,4045.302,3902.78,4788.93898
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,2,18,8,18/02/2021,24/02/2021,4721.554,4144.965,3894.721,5726.77182
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,2,25,9,25/02/2021,03/03/2021,4557.223,4208.346,4069.33,4403.96272
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,3,4,10,04/03/2021,10/03/2021,4987.315,4144.385,4555.689,2947.8182
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,3,11,11,11/03/2021,17/03/2021,4648.449,3910.306,4330.122,5382.85966
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,3,18,12,18/03/2021,24/03/2021,4277.895,3912.2,4094.7,4980.64422
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,3,25,13,25/03/2021,31/03/2021,4646.168,4375.399,4421.478,5853.14976
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,4,1,14,01/04/2021,07/04/2021,3028.573,2843.346,2664.19,3668.68734
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,4,8,15,08/04/2021,14/04/2021,5139.171,5007.813,4475.839,5414.74234
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,4,15,16,15/04/2021,21/04/2021,4836.116,4684.762,4341.568,5088.3297
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,4,22,17,22/04/2021,28/04/2021,4666.881,4562.782,4067.14,4925.46962
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,4,29,18,29/04/2021,05/05/2021,3234.229,2932.693,2943.289,3977.78296
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,5,6,19,06/05/2021,12/05/2021,4989.57,3784.518,3690.496,3587.27582
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,5,13,20,13/05/2021,19/05/2021,4929.761,3720.108,3663.089,4451.64046
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,5,20,21,20/05/2021,26/05/2021,5668.333,4428.682,4205.089,5389.4642
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,5,27,22,27/05/2021,02/06/2021,4527.135,3589.001,3816.303,4787.97606
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,6,3,23,03/06/2021,09/06/2021,4086.056,3548.574,4041.418,3312.35162
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,6,10,24,10/06/2021,16/06/2021,3657.909,3749.222,3791.926,2423.90746
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,6,17,25,17/06/2021,23/06/2021,4615.237,3980.16,3992.128,5083.05764
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,6,24,26,24/06/2021,30/06/2021,4298.097,4164.957,3862.305,5344.9984
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,7,1,27,01/07/2021,07/07/2021,3711.267,3888.226,3941.756,4925.67198
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,7,8,28,08/07/2021,14/07/2021,4495.527,3802.141,4418.14,5490.96332
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,7,15,29,15/07/2021,21/07/2021,3989.506,3021.93,3731.496,4863.88284
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,7,22,30,22/07/2021,28/07/2021,4427.72,3982.062,4093.823,5379.00622
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,7,29,31,29/07/2021,04/08/2021,4277.043,3806.38,4042.799,4653.95302
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,8,5,32,05/08/2021,11/08/2021,3295.471,3331.031,3102.624,4184.62794
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,8,12,33,12/08/2021,18/08/2021,3795.521,3550,3677.055,3163.39106
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,8,19,34,19/08/2021,25/08/2021,4409.264,4794.321,4320.372,4491.2736
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,8,26,35,26/08/2021,01/09/2021,4502.989,4481.747,4091.773,4742.50892
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,9,2,36,02/09/2021,08/09/2021,4778.867,4455.832,4841.303,5763.34138
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,9,9,37,09/09/2021,15/09/2021,5070.747,4379.955,4520.885,5688.00308
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,9,16,38,16/09/2021,22/09/2021,4907.84,4642.691,4914.288,6445.44862
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,9,23,39,23/09/2021,29/09/2021,4746.551,4531.245,4695.71,6953.96218
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,9,30,40,30/09/2021,06/10/2021,4328.131,4686.156,4176.149,5366.37656
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,10,7,41,07/10/2021,13/10/2021,4458.649,4458.409,4086.608,5270.02584
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,10,14,42,14/10/2021,20/10/2021,4364.499,4524.542,3889.319,5139.52962
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,10,21,43,21/10/2021,27/10/2021,4764.025,4771.617,4280.198,5963.8722
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,10,28,44,28/10/2021,03/11/2021,4211.363,4228.695,3948.84,6417.6085
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,11,4,45,04/11/2021,10/11/2021,4438.626,4257.245,4472.607,5689.80966
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,11,11,46,11/11/2021,17/11/2021,4473.238,3821.764,4199.088,5926.80392
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,11,18,47,18/11/2021,24/11/2021,4770.208,4274.072,4387.894,6818.96598
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,11,25,48,25/11/2021,01/12/2021,4257.289,3778.595,4209.841,5429.74986
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,12,2,49,02/12/2021,08/12/2021,3892.366,3581.342,3709.332,4545.21738
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,12,9,50,09/12/2021,15/12/2021,4311.6,3822.043,4485.641,5557.65056
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,12,16,51,16/12/2021,22/12/2021,4390.136,4113.326,4648.045,5421.38446
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,12,23,52,23/12/2021,29/12/2021,3587.635,3751.532,3836.006,4047.60444
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2021,12,30,53,30/12/2021,05/01/2022,3357.218,3343.131,3661.743,3150.593
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,1,6,2,06/01/2022,12/01/2022,3951.055,3663.179,3959.808,4860.6224
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,1,13,3,13/01/2022,19/01/2022,4763.918,3844.281,4044.587,5568.129
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,1,20,4,20/01/2022,26/01/2022,4672.97,3666.337,4003.704,6006.3312
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,1,27,5,27/01/2022,02/02/2022,4583.813,3499.104,4170.418,6242.89992
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,2,3,6,03/02/2022,09/02/2022,4855.112,4150.054,4383.952,4910.16948
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,2,10,7,10/02/2022,16/02/2022,4797.287,3955.435,4441.727,5065.54944
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,2,17,8,17/02/2022,23/02/2022,4489.522,3712.982,4475.585,5349.78186
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,2,24,9,24/02/2022,02/03/2022,4570.608,4028.726,4000.76,5172.606
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,3,3,10,03/03/2022,09/03/2022,4794.113,4153.896,4051.89,4949.96628
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,3,10,11,10/03/2022,16/03/2022,4633.173,4051.011,3982.816,5138.05978
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,3,17,12,17/03/2022,23/03/2022,4681.038,4219.956,4119.777,3615.3961
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,3,24,13,24/03/2022,30/03/2022,4729.664,4418.31,3955.236,3462.28252
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,3,31,14,31/03/2022,06/04/2022,4718.313,3856.496,4279.581,5670.76806
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,4,7,15,07/04/2022,13/04/2022,4675.54,4257.184,4465.625,5360.67222
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,4,14,16,14/04/2022,20/04/2022,2841.85,2503.387,2744.342,3312.60508
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,4,21,17,21/04/2022,27/04/2022,5214.78,4076.101,4020.255,5702.8509
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,4,28,18,28/04/2022,04/05/2022,4634.999,4155.876,3782.408,5964.36854
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,5,5,19,05/05/2022,11/05/2022,3687.273,4403.759,3420.814,5346.57192
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,5,12,20,12/05/2022,18/05/2022,4369.987,4393.061,3618.517,4842.61208
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,5,19,21,19/05/2022,25/05/2022,3964.385,4389.317,3807.584,5010.69992
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,5,26,22,26/05/2022,01/06/2022,3990.591,4187.301,3420.555,3717.19144
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,6,2,23,02/06/2022,08/06/2022,3837.895,3762.883,3625.983,4006.12086
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,6,9,24,09/06/2022,15/06/2022,3559,3059,3550,4312
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,6,16,25,16/06/2022,22/06/2022,3204.571,3488,3302.168,3696.46296
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,6,23,26,23/06/2022,29/06/2022,3449.307,3257.773,3699.883,3986.76644
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,6,30,27,30/06/2022,06/07/2022,3974.229,4146.226,3824.288,3641.35074
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,7,7,28,07/07/2022,13/07/2022,4461.581,4676.278,3849.715,4607.70132
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,7,14,29,14/07/2022,20/07/2022,4068.815,3813.618,3281.973,4077.03474
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,7,21,30,21/07/2022,27/07/2022,4911.942,4753.922,3857.73,5224.35796
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,7,28,31,28/07/2022,03/08/2022,4458.507,4095.629,3908.968,2876.7218
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,8,4,32,04/08/2022,10/08/2022,4558.437,4027.703,3727.481,2468.45
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,8,11,33,11/08/2022,17/08/2022,4041.166,3482.862,3388.535,1701.8995
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,8,18,34,18/08/2022,24/08/2022,4610.602,3738.276,3636.846,1098.828
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,8,25,35,25/08/2022,31/08/2022,4241.893,3652.218,3467.489,1238.1514
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,9,1,36,01/09/2022,07/09/2022,3608.759,3686.257,3774.073,1860.70022
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,9,8,37,08/09/2022,14/09/2022,3406.238,3575.829,3644.951,2160.36056
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,9,15,38,15/09/2022,21/09/2022,3454.165,4038.372,3792.546,1646.58668
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,9,22,39,22/09/2022,28/09/2022,3380.098,4059.087,3878.562,2227.86788
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,9,29,40,29/09/2022,05/10/2022,3482.862,4036.051,3633.356,1605.22816
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,10,6,41,06/10/2022,12/10/2022,3371.2,4050.457,3729.74,1985.00924
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,10,13,42,13/10/2022,19/10/2022,3203.632,3809.873,3422.691,1366.89818
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,10,20,43,20/10/2022,26/10/2022,3238.441,3926.193,3554.729,2315.4122
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,10,27,44,27/10/2022,02/11/2022,3255.951,3813.148,3409.443,2061.4465
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,11,3,45,03/11/2022,09/11/2022,3769.317,4112.105,3693.665,2022.63446
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,11,10,46,10/11/2022,16/11/2022,3631.47,3892.799,3543.399,2564.47822
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,11,17,47,17/11/2022,23/11/2022,3700.04,4294.417,3599.001,2883.95564
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,11,24,48,24/11/2022,30/11/2022,3735.457,4044.663,3897.526,2521.41956
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,12,1,49,01/12/2022,07/12/2022,2594.336,3323.9,2846.712,2046.772
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,12,8,50,08/12/2022,14/12/2022,1960.352,2217.976,2014.977,860.0518
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,12,15,51,15/12/2022,21/12/2022,3635.166,4185.804,3921.61,3043.29656
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,12,22,52,22/12/2022,28/12/2022,4451.1,4659.086,4163.775,2180.6974
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2022,12,29,53,29/12/2022,04/01/2023,3659.775,4133.984,3828.355,1780.90568
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,1,5,1,05/01/2023,11/01/2023,3638.682,4153.448,3708.994,1638.18654
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,1,12,2,12/01/2023,18/01/2023,3899.923,4368.149,3988.599,3553.3414
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,1,19,3,19/01/2023,25/01/2023,4197.09,4907.252,4025.096,3370.0804
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,1,26,4,26/01/2023,01/02/2023,4190.53,4802.687,4485.279,3660.60166
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,2,2,5,02/02/2023,08/02/2023,4497.158,5150.597,4337.287,4421.745
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,2,9,6,09/02/2023,15/02/2023,4413.781,4900.998,4236.582,4388.4848
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,2,16,7,16/02/2023,22/02/2023,4003.677,5065.968,4306.126,4163.71314
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,2,23,8,23/02/2023,01/03/2023,4491.961,4713.43,4309.111,3739.78728
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,3,2,9,02/03/2023,08/03/2023,4226.826,4896.808,4894.304,3357.57792
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,3,9,10,09/03/2023,15/03/2023,4272.645,4789.797,4251.762,4030.80842
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,3,16,11,16/03/2023,22/03/2023,4183.538,4932.726,4287.188,2917.21758
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,3,23,12,23/03/2023,29/03/2023,4614.118,5304.818,4767.599,4476.07328
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,3,30,13,30/03/2023,05/04/2023,4547.12,5003.803,4850.022,2975.27524
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,4,6,14,06/04/2023,12/04/2023,2696.31,3163.332,2838.79,2939.1932
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,4,13,15,13/04/2023,19/04/2023,4998.416,4829.078,4755.336,3875.7179
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,4,20,16,20/04/2023,26/04/2023,4696.099,4920.419,4637.964,3824.50358
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,4,27,17,27/04/2023,03/05/2023,4358.312,4875.909,4509.408,2359.10976
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,5,4,18,04/05/2023,10/05/2023,5612.264,5384.235,4877.199,4028.69436
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,5,11,19,11/05/2023,17/05/2023,5012.805,4602.51,4512.628,2424.5412
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,5,18,20,18/05/2023,24/05/2023,4582.41,4101.605,4369.719,819.2582
Medellín Central Mayorista de Antioquia y Plaza Minorista José María Villa,2023,5,25,21,25/05/2023,31/05/2023,4162.686,3748.461,3716.642,1062.617
